GISJOIN,STATE,COUNTY,TRACTA,TotalEthnicityCount_1990,TotalEthnicityCount_2000,TotalEthnicityCount_2010,NotHispanicLatino_1990,NotHispanicPercent_1990,NotHispanicLatino_2000,NotHispanicPercent_2000,NotHispanicLatino_2010,NotHispanicPercent_2010,HispanicLatino_1990,HispanicPercent_1990,HispanicLatino_2000,HispanicPercent_2000,HispanicLatino_2010,HispanicPercent_2010,NotHispanic_2015,Hispanic_2015,HispanicPercent_2015
G0400130082206,Arizona,Maricopa County,82206,83.00,87.00,3092.00,51.00,61.45,65.00,74.71,1168.00,37.77,32.00,38.55,22.00,25.29,1924.00,62.23,998.00,4199.00,346.74
G0400130082207,Arizona,Maricopa County,82207,1009.81,1336.00,2394.00,773.03,76.55,866.00,64.82,989.00,41.31,236.78,23.45,470.00,35.18,1405.00,58.69,453.00,3979.00,380.04
G0400130082208,Arizona,Maricopa County,82208,2044.52,2433.00,2891.00,792.07,38.74,650.00,26.72,595.00,20.58,1252.45,61.26,1783.00,73.28,2296.00,79.42,1989.00,596.00,38.80
G0400130082209,Arizona,Maricopa County,82209,2642.00,2965.00,2840.00,398.00,15.06,307.00,10.35,386.00,13.59,2244.00,84.94,2658.00,89.65,2454.00,86.41,338.00,1807.00,390.28
G0400130082210,Arizona,Maricopa County,82210,166.00,252.00,4633.00,116.00,69.88,147.00,58.33,2008.00,43.34,50.00,30.12,105.00,41.67,2625.00,56.66,2521.00,331.00,22.08
G0400130082211,Arizona,Maricopa County,82211,131.48,80.00,4823.00,36.93,28.09,23.00,28.75,2315.00,48.00,94.55,71.91,57.00,71.25,2508.00,52.00,3189.00,530.00,33.19
G0400130083000,Arizona,Maricopa County,83000,4436.00,4972.00,6545.00,1127.00,25.41,1094.00,22.00,1304.00,19.92,3309.00,74.59,3878.00,78.00,5241.00,80.08,7956.00,1557.00,60.51
G0400130092305,Arizona,Maricopa County,92305,4135.00,4185.00,3667.00,3734.00,90.30,3528.00,84.30,2675.00,72.95,401.00,9.70,657.00,15.70,992.00,27.05,820.00,2617.00,316.44
G0400130092306,Arizona,Maricopa County,92306,5411.00,6367.00,5893.00,4946.00,91.41,5395.00,84.73,4416.00,74.94,465.00,8.59,972.00,15.27,1477.00,25.06,1431.00,1210.00,107.65
G0400130092307,Arizona,Maricopa County,92307,4950.00,5517.00,5847.00,4532.00,91.56,4590.00,83.20,4093.00,70.00,418.00,8.44,927.00,16.80,1754.00,30.00,1222.00,232.00,27.33
G0400130092308,Arizona,Maricopa County,92308,6730.00,6957.00,6612.00,6134.00,91.14,5765.00,82.87,4583.00,69.31,596.00,8.86,1192.00,17.13,2029.00,30.69,2935.00,2555.00,132.59
G0400130092309,Arizona,Maricopa County,92309,5217.00,5391.00,5212.00,4950.00,94.88,4692.00,87.03,3778.00,72.49,267.00,5.12,699.00,12.97,1434.00,27.51,2038.00,3110.00,224.87
G0400130092311,Arizona,Maricopa County,92311,2285.00,3000.00,2876.00,1816.00,79.47,2094.00,69.80,1698.00,59.04,469.00,20.53,906.00,30.20,1178.00,40.96,2752.00,618.00,44.24
G0400130092312,Arizona,Maricopa County,92312,3366.00,4399.00,5001.00,3027.00,89.93,3659.00,83.18,3729.00,74.57,339.00,10.07,740.00,16.82,1272.00,25.43,1621.00,222.00,28.57
G0400130092401,Arizona,Maricopa County,92401,3771.00,4215.00,4045.00,3125.00,82.87,3052.00,72.41,2212.00,54.68,646.00,17.13,1163.00,27.59,1833.00,45.32,1595.00,394.00,35.53
G0400130092402,Arizona,Maricopa County,92402,2622.00,3186.00,3369.00,2396.00,91.38,2526.00,79.28,2136.00,63.40,226.00,8.62,660.00,20.72,1233.00,36.60,957.00,3376.00,259.49
G0400130092500,Arizona,Maricopa County,92500,3573.00,4258.00,4935.00,2028.00,56.76,2048.00,48.10,2443.00,49.50,1545.00,43.24,2210.00,51.90,2492.00,50.50,3372.00,1297.00,86.99
G0400130092600,Arizona,Maricopa County,92600,2817.00,3608.00,3177.00,1649.00,58.54,1778.00,49.28,1259.00,39.63,1168.00,41.46,1830.00,50.72,1918.00,60.37,6003.00,1348.00,67.70
G0400130092705,Arizona,Maricopa County,92705,1672.00,2471.00,3702.00,1241.00,74.22,1216.00,49.21,1881.00,50.81,431.00,25.78,1255.00,50.79,1821.00,49.19,2173.00,1296.00,81.05
G0400130092708,Arizona,Maricopa County,92708,460.00,447.00,2056.00,408.00,88.70,380.00,85.01,1446.00,70.33,52.00,11.30,67.00,14.99,610.00,29.67,5200.00,558.00,25.18
G0400130092709,Arizona,Maricopa County,92709,2952.00,3947.00,4130.00,2261.00,76.59,2918.00,73.93,2669.00,64.62,691.00,23.41,1029.00,26.07,1461.00,35.38,3122.00,534.00,40.92
G0400130092710,Arizona,Maricopa County,92710,853.00,4389.00,4269.00,688.00,80.66,3330.00,75.87,2580.00,60.44,165.00,19.34,1059.00,24.13,1689.00,39.56,3524.00,582.00,34.58
G0400130092711,Arizona,Maricopa County,92711,1640.00,2132.00,3120.00,1167.00,71.16,1294.00,60.69,1681.00,53.88,473.00,28.84,838.00,39.31,1439.00,46.12,1416.00,700.00,86.10
G0400130092712,Arizona,Maricopa County,92712,1290.00,3616.00,4905.00,1045.00,81.01,2371.00,65.57,2304.00,46.97,245.00,18.99,1245.00,34.43,2601.00,53.03,2592.00,1461.00,125.84
G0400130092713,Arizona,Maricopa County,92713,1308.00,4458.00,5027.00,1076.00,82.26,2658.00,59.62,2059.00,40.96,232.00,17.74,1800.00,40.38,2968.00,59.04,3619.00,1504.00,69.12
G0400130092715,Arizona,Maricopa County,92715,2665.42,3174.00,4037.00,2167.46,81.32,1694.00,53.37,1444.00,35.77,497.96,18.68,1480.00,46.63,2593.00,64.23,355.00,3663.00,326.47
G0400130092716,Arizona,Maricopa County,92716,3333.58,3984.00,3908.00,2707.54,81.22,2333.00,58.56,1285.00,32.88,626.04,18.78,1651.00,41.44,2623.00,67.12,357.00,3675.00,388.89
G0400130092717,Arizona,Maricopa County,92717,2104.00,2484.00,4870.00,1750.00,83.17,1657.00,66.71,1919.00,39.40,354.00,16.83,827.00,33.29,2951.00,60.60,1554.00,4573.00,241.70
G0400130092718,Arizona,Maricopa County,92718,2032.00,2711.00,3791.00,1618.00,79.63,1343.00,49.54,1407.00,37.11,414.00,20.37,1368.00,50.46,2384.00,62.89,2036.00,495.00,85.49
G0400130092719,Arizona,Maricopa County,92719,379.00,3194.00,4277.00,324.00,85.49,2361.00,73.92,2414.00,56.44,55.00,14.51,833.00,26.08,1863.00,43.56,3164.00,195.00,17.68
G0400130092720,Arizona,Maricopa County,92720,1485.00,3038.00,4407.00,1281.00,86.26,2290.00,75.38,2885.00,65.46,204.00,13.74,748.00,24.62,1522.00,34.54,2714.00,835.00,85.29
G0400130092721,Arizona,Maricopa County,92721,95.00,99.00,2801.00,54.00,56.84,81.00,81.82,2012.00,71.83,41.00,43.16,18.00,18.18,789.00,28.17,3444.00,264.00,14.42
G0400130092723,Arizona,Maricopa County,92723,354.00,2860.00,4114.00,347.00,98.02,2406.00,84.13,3002.00,72.97,7.00,1.98,454.00,15.87,1112.00,27.03,3909.00,1845.00,104.95
G0400130092724,Arizona,Maricopa County,92724,2678.00,3473.00,3472.00,2527.00,94.36,3042.00,87.59,2826.00,81.39,151.00,5.64,431.00,12.41,646.00,18.61,1520.00,1004.00,143.02
G0400130092801,Arizona,Maricopa County,92801,4104.35,5736.19,4756.00,2375.00,57.87,1657.11,28.89,1095.00,23.02,1729.35,42.13,4079.08,71.11,3661.00,76.98,2452.00,110.00,8.00
G0400130092802,Arizona,Maricopa County,92802,4277.00,5533.00,5217.00,3010.00,70.38,2354.00,42.54,1235.00,23.67,1267.00,29.62,3179.00,57.46,3982.00,76.33,2603.00,3489.00,161.68
G0400130092900,Arizona,Maricopa County,92900,2923.65,3463.81,2866.00,774.00,26.47,805.89,23.27,507.00,17.69,2149.65,73.53,2657.92,76.73,2359.00,82.31,2946.00,519.00,33.31
G0400130093001,Arizona,Maricopa County,93001,4640.00,5620.00,4841.00,3549.00,76.49,3448.00,61.35,2324.00,48.01,1091.00,23.51,2172.00,38.65,2517.00,51.99,2687.00,2664.00,150.59
G0400130093002,Arizona,Maricopa County,93002,3400.00,3994.00,4082.00,2971.00,87.38,2655.00,66.47,1788.00,43.80,429.00,12.62,1339.00,33.53,2294.00,56.20,3203.00,2096.00,124.69
G0400130093101,Arizona,Maricopa County,93101,3629.00,4332.00,4547.00,3216.00,88.62,2878.00,66.44,1864.00,40.99,413.00,11.38,1454.00,33.56,2683.00,59.01,5203.00,1382.00,43.67
G0400130093104,Arizona,Maricopa County,93104,2830.00,3885.00,4385.00,2380.00,84.10,2534.00,65.23,1653.00,37.70,450.00,15.90,1351.00,34.77,2732.00,62.30,366.00,1274.00,234.62
G0400130093105,Arizona,Maricopa County,93105,4497.00,5695.00,5242.00,3650.00,81.17,2999.00,52.66,1637.00,31.23,847.00,18.83,2696.00,47.34,3605.00,68.77,3769.00,1767.00,138.48
G0400130093106,Arizona,Maricopa County,93106,3247.00,4126.00,4068.00,2816.00,86.73,2359.00,57.17,1385.00,34.05,431.00,13.27,1767.00,42.83,2683.00,65.95,5450.00,3733.00,146.74
G0400130093200,Arizona,Maricopa County,93200,2777.00,3204.00,3355.00,2337.00,84.16,2309.00,72.07,1942.00,57.88,440.00,15.84,895.00,27.93,1413.00,42.12,6674.00,670.00,24.45
G0400130103205,Arizona,Maricopa County,103205,3169.00,2903.00,2652.00,3048.00,96.18,2780.00,95.76,2496.00,94.12,121.00,3.82,123.00,4.24,156.00,5.88,4018.00,523.00,39.18
G0400130103206,Arizona,Maricopa County,103206,2921.00,2761.00,2521.00,2831.00,96.92,2653.00,96.09,2375.00,94.21,90.00,3.08,108.00,3.91,146.00,5.79,1453.00,761.00,77.57
G0400130103207,Arizona,Maricopa County,103207,2777.00,2649.00,2459.00,2699.00,97.19,2533.00,95.62,2324.00,94.51,78.00,2.81,116.00,4.38,135.00,5.49,947.00,2260.00,226.23
G0400130103208,Arizona,Maricopa County,103208,3448.00,3563.00,3927.00,3344.00,96.98,3409.00,95.68,3685.00,93.84,104.00,3.02,154.00,4.32,242.00,6.16,2308.00,269.00,18.29
G0400130103209,Arizona,Maricopa County,103209,5070.83,6193.00,5353.00,4943.84,97.50,5889.00,95.09,5089.00,95.07,126.99,2.50,304.00,4.91,264.00,4.93,2977.00,1272.00,93.39
G0400130103210,Arizona,Maricopa County,103210,5363.00,6493.00,6044.00,5104.00,95.17,5810.00,89.48,5164.00,85.44,259.00,4.83,683.00,10.52,880.00,14.56,3822.00,1152.00,77.06
G0400130103211,Arizona,Maricopa County,103211,4393.00,4877.00,4395.00,4236.00,96.43,4580.00,93.91,4002.00,91.06,157.00,3.57,297.00,6.09,393.00,8.94,4652.00,1461.00,86.35
G0400130103212,Arizona,Maricopa County,103212,4508.00,4942.00,4245.00,4371.00,96.96,4785.00,96.82,4010.00,94.46,137.00,3.04,157.00,3.18,235.00,5.54,7266.00,4115.00,122.03
G0400130103214,Arizona,Maricopa County,103214,3727.00,4439.00,3852.00,3631.00,97.42,4269.00,96.17,3654.00,94.86,96.00,2.58,170.00,3.83,198.00,5.14,3698.00,1717.00,94.50
G0400130103215,Arizona,Maricopa County,103215,2846.00,3177.00,2779.00,2740.00,96.28,3063.00,96.41,2585.00,93.02,106.00,3.72,114.00,3.59,194.00,6.98,5253.00,1475.00,61.08
G0400130103216,Arizona,Maricopa County,103216,4877.00,5532.00,5192.00,4676.00,95.88,5236.00,94.65,4771.00,91.89,201.00,4.12,296.00,5.35,421.00,8.11,1409.00,261.00,44.31
G0400130103217,Arizona,Maricopa County,103217,4797.00,6818.00,6295.00,4625.00,96.41,6517.00,95.59,5836.00,92.71,172.00,3.59,301.00,4.41,459.00,7.29,2165.00,217.00,25.71
G0400130103219,Arizona,Maricopa County,103219,2202.00,2795.00,3012.00,2136.00,97.00,2670.00,95.53,2842.00,94.36,66.00,3.00,125.00,4.47,170.00,5.64,3208.00,581.00,31.98
G0400130103220,Arizona,Maricopa County,103220,860.00,3518.00,2994.00,822.00,95.58,3359.00,95.48,2796.00,93.39,38.00,4.42,159.00,4.52,198.00,6.61,2155.00,818.00,60.68
G0400130103302,Arizona,Maricopa County,103302,6948.98,6993.89,6246.00,6535.93,94.06,5494.72,78.56,4206.00,67.34,413.05,5.94,1499.17,21.44,2040.00,32.66,4542.00,1082.00,61.86
G0400130103303,Arizona,Maricopa County,103303,3146.00,3679.00,3475.00,2954.00,93.90,3284.00,89.26,2916.00,83.91,192.00,6.10,395.00,10.74,559.00,16.09,7037.00,2535.00,72.55
G0400130103304,Arizona,Maricopa County,103304,2832.00,4637.00,4674.00,2484.00,87.71,2002.00,43.17,1329.00,28.43,348.00,12.29,2635.00,56.83,3345.00,71.57,4511.00,128.00,4.95
G0400130103305,Arizona,Maricopa County,103305,2569.38,3524.00,3092.00,2065.08,80.37,1643.00,46.62,1014.00,32.79,504.30,19.63,1881.00,53.38,2078.00,67.21,4725.00,97.00,3.28
G0400130103306,Arizona,Maricopa County,103306,2649.09,3920.00,3619.00,2122.48,80.12,2197.00,56.05,1644.00,45.43,526.61,19.88,1723.00,43.95,1975.00,54.57,6823.00,1574.00,60.05
G0400130103400,Arizona,Maricopa County,103400,5777.02,5192.11,4656.00,5413.07,93.70,4454.28,85.79,3716.00,79.81,363.95,6.30,737.83,14.21,940.00,20.19,2218.00,3711.00,203.01
G0400130103501,Arizona,Maricopa County,103501,2311.42,3269.00,3107.00,2132.97,92.28,2778.00,84.98,2362.00,76.02,178.45,7.72,491.00,15.02,745.00,23.98,4160.00,1066.00,66.09
G0400130103502,Arizona,Maricopa County,103502,5390.11,6298.00,5914.00,5146.48,95.48,5725.00,90.90,5102.00,86.27,243.63,4.52,573.00,9.10,812.00,13.73,4158.00,2220.00,101.05
G0400130103604,Arizona,Maricopa County,103604,2901.00,3853.00,4098.00,2778.00,95.76,3428.00,88.97,3093.00,75.48,123.00,4.24,425.00,11.03,1005.00,24.52,3567.00,1614.00,73.13
G0400130103605,Arizona,Maricopa County,103605,6367.00,6496.00,5967.00,6192.00,97.25,6174.00,95.04,5623.00,94.23,175.00,2.75,322.00,4.96,344.00,5.77,3505.00,493.00,31.44
G0400130103606,Arizona,Maricopa County,103606,2839.00,4045.00,4089.00,2686.00,94.61,3578.00,88.45,3256.00,79.63,153.00,5.39,467.00,11.55,833.00,20.37,4495.00,1685.00,97.91
G0400130103607,Arizona,Maricopa County,103607,3602.46,4870.00,4496.00,3476.19,96.49,4532.00,93.06,3946.00,87.77,126.27,3.51,338.00,6.94,550.00,12.23,2193.00,574.00,83.92
G0400130103608,Arizona,Maricopa County,103608,1834.00,2648.00,3587.00,1721.00,93.84,2233.00,84.33,2883.00,80.37,113.00,6.16,415.00,15.67,704.00,19.63,4510.00,401.00,22.43
G0400130103609,Arizona,Maricopa County,103609,4737.00,5422.00,5280.00,4391.00,92.70,4802.00,88.57,3815.00,72.25,346.00,7.30,620.00,11.43,1465.00,27.75,5356.00,878.00,32.18
